list_name,familia,name,label
genero,Boraginaceae,Cordia,<span>_Cordia_</span>
genero,Rubiaceae,Cordiera,<span>_Cordiera_</span>
genero,Asparagaceae,Cordyline,<span>_Cordyline_</span>
genero,Asteraceae,Coreopsis,<span>_Coreopsis_</span>
genero,Lamiaceae,Cornutia,<span>_Cornutia_</span>
genero,Brassicaceae,Coronopus,<span>_Coronopus_</span>
genero,Poaceae,Cortaderia,<span>_Cortaderia_</span>
genero,Orchidaceae,Corymborkis,<span>_Corymborkis_</span>
genero,Asteraceae,Cosmos,<span>_Cosmos_</span>
genero,Costaceae,Costus,<span>_Costus_</span>
genero,Rosaceae,Cotoneaster,<span>_Cotoneaster_</span>
genero,Orchidaceae,Cotylolabium,<span>_Cotylolabium_</span>
genero,Chrysobalanaceae,Couepia,<span>_Couepia_</span>
genero,Fabaceae,Coursetia,<span>_Coursetia_</span>
genero,Urticaceae,Coussapoa,<span>_Coussapoa_</span>
genero,Rubiaceae,Coussarea,<span>_Coussarea_</span>
genero,Rubiaceae,Coutarea,<span>_Coutarea_</span>
genero,Gentianaceae,Coutoubea,<span>_Coutoubea_</span>
genero,Orchidaceae,Cranichis,<span>_Cranichis_</span>
genero,Martyniaceae,Craniolaria,<span>_Craniolaria_</span>
genero,Capparaceae,Crateva,<span>_Crateva_</span>
genero,Fabaceae,Cratylia,<span>_Cratylia_</span>
genero,Bignoniaceae,Crescentia,<span>_Crescentia_</span>
genero,Amaryllidaceae,Crinum,<span>_Crinum_</span>
genero,Asteraceae,Critonia,<span>_Critonia_</span>
genero,Asteraceae,Critoniopsis,<span>_Critoniopsis_</span>
genero,Iridaceae,Crocosmia,<span>_Crocosmia_</span>
genero,Fabaceae,Crotalaria,<span>_Crotalaria_</span>
genero,Euphorbiaceae,Croton,<span>_Croton_</span>
genero,Rhamnaceae,Crumenaria,<span>_Crumenaria_</span>
genero,Cyperaceae,Cryptangium,<span>_Cryptangium_</span>
genero,Bromeliaceae,Cryptanthus,<span>_Cryptanthus_</span>
genero,Lauraceae,Cryptocarya,<span>_Cryptocarya_</span>
genero,Poaceae,Cryptochloa,<span>_Cryptochloa_</span>
genero,Cupressaceae,Cryptomeria,<span>_Cryptomeria_</span>
genero,Marantaceae,Ctenanthe,<span>_Ctenanthe_</span>
genero,Poaceae,Ctenium,<span>_Ctenium_</span>
genero,Cucurbitaceae,Cucumis,<span>_Cucumis_</span>
genero,Cucurbitaceae,Cucurbita,<span>_Cucurbita_</span>
genero,Celastraceae,Cuervea,<span>_Cuervea_</span>
genero,Lamiaceae,Cunila,<span>_Cunila_</span>
genero,Sapindaceae,Cupania,<span>_Cupania_</span>
genero,Lythraceae,Cuphea,<span>_Cuphea_</span>
genero,Cupressaceae,Cupressus,<span>_Cupressus_</span>
genero,Dilleniaceae,Curatella,<span>_Curatella_</span>
genero,Hypoxidaceae,Curculigo,<span>_Curculigo_</span>
genero,Gentianaceae,Curtia,<span>_Curtia_</span>
genero,Convolvulaceae,Cuscuta,<span>_Cuscuta_</span>
genero,Bignoniaceae,Cuspidaria,<span>_Cuspidaria_</span>
genero,Orchidaceae,Cyanaeorchis,<span>_Cyanaeorchis_</span>
genero,Lamiaceae,Cyanocephalus,<span>_Cyanocephalus_</span>
genero,Asteraceae,Cyanthillium,<span>_Cyanthillium_</span>
genero,Amaranthaceae,Cyathula,<span>_Cyathula_</span>
genero,Primulaceae,Cybianthus,<span>_Cybianthus_</span>
genero,Bignoniaceae,Cybistax,<span>_Cybistax_</span>
genero,Primulaceae,Cyclamen,<span>_Cyclamen_</span>
genero,Cucurbitaceae,Cyclanthera,<span>_Cyclanthera_</span>
genero,Fabaceae,Cyclolobium,<span>_Cyclolobium_</span>
genero,Orchidaceae,Cyclopogon,<span>_Cyclopogon_</span>
genero,Apiaceae,Cyclospermum,<span>_Cyclospermum_</span>
genero,Rosaceae,Cydonia,<span>_Cydonia_</span>
genero,Plantaginaceae,Cymbalaria,<span>_Cymbalaria_</span>
genero,Annonaceae,Cymbopetalum,<span>_Cymbopetalum_</span>
genero,Poaceae,Cymbopogon,<span>_Cymbopogon_</span>
genero,Apocynaceae,Cynanchum,<span>_Cynanchum_</span>
genero,Asteraceae,Cynara,<span>_Cynara_</span>
genero,Poaceae,Cynodon,<span>_Cynodon_</span>
genero,Capparaceae,Cynophalla,<span>_Cynophalla_</span>
genero,Iridaceae,Cypella,<span>_Cypella_</span>
genero,Cyperaceae,Cyperus,<span>_Cyperus_</span>
genero,Anacardiaceae,Cyrtocarpa,<span>_Cyrtocarpa_</span>
genero,Asteraceae,Cyrtocymura,<span>_Cyrtocymura_</span>
genero,Orchidaceae,Cyrtopodium,<span>_Cyrtopodium_</span>
genero,Cleomaceae,Dactylaena,<span>_Dactylaena_</span>
genero,Poaceae,Dactyloctenium,<span>_Dactyloctenium_</span>
genero,Fabaceae,Dahlstedtia,<span>_Dahlstedtia_</span>
genero,Fabaceae,Dalbergia,<span>_Dalbergia_</span>
genero,Euphorbiaceae,Dalechampia,<span>_Dalechampia_</span>
genero,Poaceae,Danthonia,<span>_Danthonia_</span>
genero,Thymelaeaceae,Daphnopsis,<span>_Daphnopsis_</span>
genero,Asteraceae,Dasyanthina,<span>_Dasyanthina_</span>
genero,Asteraceae,Dasycondylus,<span>_Dasycondylus_</span>
genero,Asteraceae,Dasyphyllum,<span>_Dasyphyllum_</span>
genero,Solanaceae,Datura,<span>_Datura_</span>
genero,Apiaceae,Daucus,<span>_Daucus_</span>
genero,Convolvulaceae,Daustinia,<span>_Daustinia_</span>
genero,Dilleniaceae,Davilla,<span>_Davilla_</span>
genero,Rubiaceae,Declieuxia,<span>_Declieuxia_</span>
genero,Fabaceae,Deguelia,<span>_Deguelia_</span>
genero,Gentianaceae,Deianira,<span>_Deianira_</span>
genero,Asteraceae,Delilia,<span>_Delilia_</span>
genero,Fabaceae,Delonix,<span>_Delonix_</span>
genero,Iridaceae,Deluciris,<span>_Deluciris_</span>
genero,Orchidaceae,Dendrobium,<span>_Dendrobium_</span>
genero,Poaceae,Dendrocalamus,<span>_Dendrocalamus_</span>
genero,Araliaceae,Dendropanax,<span>_Dendropanax_</span>
genero,Asteraceae,Dendrophorbium,<span>_Dendrophorbium_</span>
genero,Santalaceae,Dendrophthora,<span>_Dendrophthora_</span>
genero,Fabaceae,Desmanthus,<span>_Desmanthus_</span>
genero,Fabaceae,Desmodium,<span>_Desmodium_</span>
genero,Arecaceae,Desmoncus,<span>_Desmoncus_</span>
genero,Melastomataceae,Desmoscelis,<span>_Desmoscelis_</span>
genero,Fabaceae,Dialium,<span>_Dialium_</span>
genero,Podostemaceae,Diamantina,<span>_Diamantina_</span>
genero,Poaceae,Diandrolyra,<span>_Diandrolyra_</span>
genero,Caryophyllaceae,Dianthus,<span>_Dianthus_</span>
genero,Sapindaceae,Diatenopteryx,<span>_Diatenopteryx_</span>
genero,Malpighiaceae,Dicella,<span>_Dicella_</span>
genero,Orchidaceae,Dichaea,<span>_Dichaea_</span>
genero,Poaceae,Dichanthelium,<span>_Dichanthelium_</span>
genero,Convolvulaceae,Dichondra,<span>_Dichondra_</span>
genero,Commelinaceae,Dichorisandra,<span>_Dichorisandra_</span>
genero,Acanthaceae,Dicliptera,<span>_Dicliptera_</span>
genero,Melastomataceae,Dicrananthera,<span>_Dicrananthera_</span>
genero,Rutaceae,Dictyoloma,<span>_Dictyoloma_</span>
genero,Burmanniaceae,Dictyostega,<span>_Dictyostega_</span>
genero,Araliaceae,Didymopanax,<span>_Didymopanax_</span>
genero,Plantaginaceae,Digitalis,<span>_Digitalis_</span>
genero,Poaceae,Digitaria,<span>_Digitaria_</span>
genero,Sapindaceae,Dilodendron,<span>_Dilodendron_</span>
genero,Asteraceae,Dimerostemma,<span>_Dimerostemma_</span>
genero,Fabaceae,Dimorphandra,<span>_Dimorphandra_</span>
genero,Fabaceae,Dioclea,<span>_Dioclea_</span>
genero,Rubiaceae,Diodia,<span>_Diodia_</span>
genero,Dioscoreaceae,Dioscorea,<span>_Dioscorea_</span>
genero,Ebenaceae,Diospyros,<span>_Diospyros_</span>
genero,Sapotaceae,Diploon,<span>_Diploon_</span>
genero,Malpighiaceae,Diplopterys,<span>_Diplopterys_</span>
genero,Fabaceae,Diplotropis,<span>_Diplotropis_</span>
genero,Lythraceae,Diplusodon,<span>_Diplusodon_</span>
genero,Fabaceae,Dipteryx,<span>_Dipteryx_</span>
genero,Fabaceae,Diptychandra,<span>_Diptychandra_</span>
genero,Cactaceae,Discocactus,<span>_Discocactus_</span>
genero,Convolvulaceae,Distimake,<span>_Distimake_</span>
genero,Asteraceae,Disynaphia,<span>_Disynaphia_</span>
genero,Apocynaceae,Ditassa,<span>_Ditassa_</span>
genero,Euphorbiaceae,Ditaxis,<span>_Ditaxis_</span>
genero,Sapindaceae,Dodonaea,<span>_Dodonaea_</span>
genero,Bignoniaceae,Dolichandra,<span>_Dolichandra_</span>
genero,Dilleniaceae,Doliocarpus,<span>_Doliocarpus_</span>
genero,Moraceae,Dorstenia,<span>_Dorstenia_</span>
genero,Cucurbitaceae,Doyerea,<span>_Doyerea_</span>
genero,Araceae,Dracontium,<span>_Dracontium_</span>
genero,Poaceae,Drepanostachyum,<span>_Drepanostachyum_</span>
genero,Winteraceae,Drimys,<span>_Drimys_</span>
genero,Droseraceae,Drosera,<span>_Drosera_</span>
genero,Orchidaceae,Dryadella,<span>_Dryadella_</span>
genero,Caryophyllaceae,Drymaria,<span>_Drymaria_</span>
genero,Annonaceae,Duguetia,<span>_Duguetia_</span>
genero,Verbenaceae,Duranta,<span>_Duranta_</span>
genero,Bromeliaceae,Dyckia,<span>_Dyckia_</span>
genero,Acanthaceae,Dyschoriste,<span>_Dyschoriste_</span>
genero,Amaranthaceae,Dysphania,<span>_Dysphania_</span>
genero,Solanaceae,Dyssochroma,<span>_Dyssochroma_</span>
genero,Sapotaceae,Ecclinusa,<span>_Ecclinusa_</span>
genero,Poaceae,Echinochloa,<span>_Echinochloa_</span>
genero,Asteraceae,Echinocoryne,<span>_Echinocoryne_</span>
genero,Alismataceae,Echinodorus,<span>_Echinodorus_</span>
genero,Poaceae,Echinolaena,<span>_Echinolaena_</span>
genero,Cucurbitaceae,Echinopepon,<span>_Echinopepon_</span>
genero,Asteraceae,Eclipta,<span>_Eclipta_</span>
genero,Bromeliaceae,Edmundoa,<span>_Edmundoa_</span>
genero,Bromeliaceae,Eduandrea,<span>_Eduandrea_</span>
genero,Hydrocharitaceae,Egeria,<span>_Egeria_</span>
genero,Asteraceae,Egletes,<span>_Egletes_</span>
genero,Pontederiaceae,Eichhornia,<span>_Eichhornia_</span>
genero,Celastraceae,Elachyptera,<span>_Elachyptera_</span>
genero,Elatinaceae,Elatine,<span>_Elatine_</span>
genero,Cyperaceae,Eleocharis,<span>_Eleocharis_</span>
genero,Asteraceae,Elephantopus,<span>_Elephantopus_</span>
genero,Poaceae,Eleusine,<span>_Eleusine_</span>
genero,Asteraceae,Eleutheranthera,<span>_Eleutheranthera_</span>
genero,Iridaceae,Eleutherine,<span>_Eleutherine_</span>
genero,Poaceae,Elionurus,<span>_Elionurus_</span>
genero,Orchidaceae,Elleanthus,<span>_Elleanthus_</span>
genero,Orchidaceae,Eltroplectris,<span>_Eltroplectris_</span>
genero,Poaceae,Elymandra,<span>_Elymandra_</span>
genero,Poaceae,Elymus,<span>_Elymus_</span>
genero,Acanthaceae,Elytraria,<span>_Elytraria_</span>
genero,Asteraceae,Emilia,<span>_Emilia_</span>
genero,Rubiaceae,Emmeorhiza,<span>_Emmeorhiza_</span>
genero,Metteniusaceae,Emmotum,<span>_Emmotum_</span>
genero,Bromeliaceae,Encholirium,<span>_Encholirium_</span>
genero,Orchidaceae,Encyclia,<span>_Encyclia_</span>
genero,Lauraceae,Endlicheria,<span>_Endlicheria_</span>
genero,Musaceae,Ensete,<span>_Ensete_</span>
genero,Fabaceae,Enterolobium,<span>_Enterolobium_</span>
genero,Poaceae,Enteropogon,<span>_Enteropogon_</span>
genero,Annonaceae,Ephedranthus,<span>_Ephedranthus_</span>
genero,Orchidaceae,Epidendrum,<span>_Epidendrum_</span>
genero,Cactaceae,Epiphyllum,<span>_Epiphyllum_</span>
genero,Orchidaceae,Epistephium,<span>_Epistephium_</span>
genero,Poaceae,Eragrostis,<span>_Eragrostis_</span>
genero,Asteraceae,Erechtites,<span>_Erechtites_</span>
genero,Asteraceae,Eremanthus,<span>_Eremanthus_</span>
genero,Poaceae,Eremitis,<span>_Eremitis_</span>
genero,Poaceae,Eremocaulon,<span>_Eremocaulon_</span>
genero,Rosaceae,Eriobotrya,<span>_Eriobotrya_</span>
genero,Eriocaulaceae,Eriocaulon,<span>_Eriocaulon_</span>
genero,Poaceae,Eriochloa,<span>_Eriochloa_</span>
genero,Poaceae,Eriochrysis,<span>_Eriochrysis_</span>
genero,Melastomataceae,Eriocnema,<span>_Eriocnema_</span>
genero,Lamiaceae,Eriope,<span>_Eriope_</span>
genero,Fabaceae,Eriosema,<span>_Eriosema_</span>
genero,Malvaceae,Eriotheca,<span>_Eriotheca_</span>
genero,Lamiaceae,Eriothymus,<span>_Eriothymus_</span>
genero,Brassicaceae,Eruca,<span>_Eruca_</span>
genero,Orchidaceae,Erycina,<span>_Erycina_</span>
genero,Apiaceae,Eryngium,<span>_Eryngium_</span>
genero,Fabaceae,Erythrina,<span>_Erythrina_</span>
genero,Rutaceae,Erythrochiton,<span>_Erythrochiton_</span>
genero,Erythroxylaceae,Erythroxylum,<span>_Erythroxylum_</span>
genero,Escalloniaceae,Escallonia,<span>_Escallonia_</span>
genero,Papaveraceae,Eschscholzia,<span>_Eschscholzia_</span>
genero,Lecythidaceae,Eschweilera,<span>_Eschweilera_</span>
genero,Orobanchaceae,Escobedia,<span>_Escobedia_</span>
genero,Rutaceae,Esenbeckia,<span>_Esenbeckia_</span>
genero,Orchidaceae,Espinhassoa,<span>_Espinhassoa_</span>
genero,Orobanchaceae,Esterhazya,<span>_Esterhazya_</span>
genero,Zingiberaceae,Etlingera,<span>_Etlingera_</span>
genero,Santalaceae,Eubrachion,<span>_Eubrachion_</span>
genero,Myrtaceae,Eugenia,<span>_Eugenia_</span>
genero,Orchidaceae,Eulophia,<span>_Eulophia_</span>
genero,Rubiaceae,Eumachia,<span>_Eumachia_</span>
genero,Asteraceae,Eupatoriopsis,<span>_Eupatoriopsis_</span>
genero,Asteraceae,Eupatorium,<span>_Eupatorium_</span>
genero,Euphorbiaceae,Euphorbia,<span>_Euphorbia_</span>
genero,Proteaceae,Euplassa,<span>_Euplassa_</span>
genero,Boraginaceae,Euploca,<span>_Euploca_</span>
genero,Orchidaceae,Eurystyles,<span>_Eurystyles_</span>
genero,Poaceae,Eustachys,<span>_Eustachys_</span>
genero,Arecaceae,Euterpe,<span>_Euterpe_</span>
genero,Convolvulaceae,Evolvulus,<span>_Evolvulus_</span>
genero,Chrysobalanaceae,Exellodendron,<span>_Exellodendron_</span>
genero,Cyperaceae,Exochogyne,<span>_Exochogyne_</span>
genero,Asteraceae,Exostigma,<span>_Exostigma_</span>
genero,Asteraceae,Facelis,<span>_Facelis_</span>
genero,Cactaceae,Facheiroa,<span>_Facheiroa_</span>
genero,Fabaceae,Falcataria,<span>_Falcataria_</span>
genero,Rubiaceae,Faramea,<span>_Faramea_</span>
genero,Rubiaceae,Ferdinandusa,<span>_Ferdinandusa_</span>
genero,Bromeliaceae,Fernseea,<span>_Fernseea_</span>
genero,Poaceae,Festuca,<span>_Festuca_</span>
genero,Cucurbitaceae,Fevillea,<span>_Fevillea_</span>
genero,Moraceae,Ficus,<span>_Ficus_</span>
genero,Poaceae,Filgueirasia,<span>_Filgueirasia_</span>
genero,Cyperaceae,Fimbristylis,<span>_Fimbristylis_</span>
genero,Apocynaceae,Fischeria,<span>_Fischeria_</span>
genero,Asteraceae,Fleischmannia,<span>_Fleischmannia_</span>
genero,Commelinaceae,Floscopa,<span>_Floscopa_</span>
genero,Apiaceae,Foeniculum,<span>_Foeniculum_</span>
genero,Apocynaceae,Forsteronia,<span>_Forsteronia_</span>
genero,Bromeliaceae,Forzzaea,<span>_Forzzaea_</span>
genero,Bromeliaceae,Fosterella,<span>_Fosterella_</span>
genero,Rosaceae,Fragaria,<span>_Fragaria_</span>
genero,Rhamnaceae,Frangula,<span>_Frangula_</span>
genero,Bignoniaceae,Fridericia,<span>_Fridericia_</span>
genero,Melastomataceae,Fritzschia,<span>_Fritzschia_</span>
genero,Amaranthaceae,Froelichia,<span>_Froelichia_</span>
genero,Onagraceae,Fuchsia,<span>_Fuchsia_</span>
genero,Cyperaceae,Fuirena,<span>_Fuirena_</span>
genero,Apocynaceae,Funastrum,<span>_Funastrum_</span>
genero,Asparagaceae,Furcraea,<span>_Furcraea_</span>
genero,Fabaceae,Galactia,<span>_Galactia_</span>
genero,Orchidaceae,Galeandra,<span>_Galeandra_</span>
genero,Rubiaceae,Galianthe,<span>_Galianthe_</span>
genero,Asteraceae,Galinsoga,<span>_Galinsoga_</span>
genero,Rutaceae,Galipea,<span>_Galipea_</span>
genero,Rubiaceae,Galium,<span>_Galium_</span>
genero,Phytolaccaceae,Gallesia,<span>_Gallesia_</span>
genero,Malpighiaceae,Galphimia,<span>_Galphimia_</span>
genero,Asteraceae,Gamochaeta,<span>_Gamochaeta_</span>
genero,Clusiaceae,Garcinia,<span>_Garcinia_</span>
genero,Rubiaceae,Gardenia,<span>_Gardenia_</span>
genero,Asteraceae,Gardnerina,<span>_Gardnerina_</span>
genero,Ericaceae,Gaultheria,<span>_Gaultheria_</span>
genero,Malvaceae,Gaya,<span>_Gaya_</span>
genero,Ericaceae,Gaylussacia,<span>_Gaylussacia_</span>
genero,Primulaceae,Geissanthus,<span>_Geissanthus_</span>
genero,Apocynaceae,Geissospermum,<span>_Geissospermum_</span>
genero,Iridaceae,Gelasine,<span>_Gelasine_</span>
genero,Rubiaceae,Genipa,<span>_Genipa_</span>
genero,Lentibulariaceae,Genlisea,<span>_Genlisea_</span>
genero,Arecaceae,Geonoma,<span>_Geonoma_</span>
genero,Rubiaceae,Geophila,<span>_Geophila_</span>
genero,Geraniaceae,Geranium,<span>_Geranium_</span>
genero,Urticaceae,Gesnouinia,<span>_Gesnouinia_</span>
genero,Commelinaceae,Gibasis,<span>_Gibasis_</span>
genero,Iridaceae,Gladiolus,<span>_Gladiolus_</span>
genero,Verbenaceae,Glandularia,<span>_Glandularia_</span>
genero,Lamiaceae,Glechon,<span>_Glechon_</span>
genero,Molluginaceae,Glinus,<span>_Glinus_</span>
genero,Fabaceae,Gliricidia,<span>_Gliricidia_</span>
genero,Gesneriaceae,Gloxinia,<span>_Gloxinia_</span>
genero,Asteraceae,Gnaphalium,<span>_Gnaphalium_</span>
genero,Marantaceae,Goeppertia,<span>_Goeppertia_</span>
genero,Orchidaceae,Gomesa,<span>_Gomesa_</span>
genero,Apocynaceae,Gomphocarpus,<span>_Gomphocarpus_</span>
genero,Amaranthaceae,Gomphrena,<span>_Gomphrena_</span>
genero,Phyllanthaceae,Gonatogyne,<span>_Gonatogyne_</span>
genero,Orchidaceae,Gongora,<span>_Gongora_</span>
genero,Fabaceae,Goniorrhachis,<span>_Goniorrhachis_</span>
genero,Apocynaceae,Gonolobus,<span>_Gonolobus_</span>
genero,Asteraceae,Gorceixia,<span>_Gorceixia_</span>
genero,Malvaceae,Gossypium,<span>_Gossypium_</span>
genero,Rhamnaceae,Gouania,<span>_Gouania_</span>
genero,Orchidaceae,Govenia,<span>_Govenia_</span>
genero,Gesneriaceae,Goyazia,<span>_Goyazia_</span>
genero,Orchidaceae,Grandiphyllum,<span>_Grandiphyllum_</span>
genero,Asteraceae,Graphistylis,<span>_Graphistylis_</span>
genero,Plantaginaceae,Gratiola,<span>_Gratiola_</span>
genero,Asteraceae,Grazielia,<span>_Grazielia_</span>
genero,Proteaceae,Grevillea,<span>_Grevillea_</span>
genero,Amaryllidaceae,Griffinia,<span>_Griffinia_</span>
genero,Griseliniaceae,Griselinia,<span>_Griselinia_</span>
genero,Orchidaceae,Grobya,<span>_Grobya_</span>
genero,Poaceae,Guadua,<span>_Guadua_</span>
genero,Nyctaginaceae,Guapira,<span>_Guapira_</span>
genero,Meliaceae,Guarea,<span>_Guarea_</span>
genero,Annonaceae,Guatteria,<span>_Guatteria_</span>
genero,Malvaceae,Guazuma,<span>_Guazuma_</span>
genero,Rubiaceae,Guettarda,<span>_Guettarda_</span>
genero,Fabaceae,Guibourtia,<span>_Guibourtia_</span>
genero,Cucurbitaceae,Gurania,<span>_Gurania_</span>
genero,Euphorbiaceae,Gymnanthes,<span>_Gymnanthes_</span>
genero,Lamiaceae,Gymneia,<span>_Gymneia_</span>
genero,Asteraceae,Gymnocondylus,<span>_Gymnocondylus_</span>
genero,Asteraceae,Gymnocoronis,<span>_Gymnocoronis_</span>
genero,Poaceae,Gymnopogon,<span>_Gymnopogon_</span>
genero,Polygalaceae,Gymnospora,<span>_Gymnospora_</span>
genero,Poaceae,Gynerium,<span>_Gynerium_</span>
genero,Caryophyllaceae,Gypsophila,<span>_Gypsophila_</span>
genero,Asteraceae,Gyptidium,<span>_Gyptidium_</span>
genero,Apocynaceae,Gyrostelma,<span>_Gyrostelma_</span>
genero,Orchidaceae,Habenaria,<span>_Habenaria_</span>
genero,Amaryllidaceae,Habranthus,<span>_Habranthus_</span>
genero,Fabaceae,Haematoxylum,<span>_Haematoxylum_</span>
genero,Asparagaceae,Hagenbachia,<span>_Hagenbachia_</span>
genero,Rubiaceae,Hamelia,<span>_Hamelia_</span>
genero,Apocynaceae,Hancornia,<span>_Hancornia_</span>
genero,Bignoniaceae,Handroanthus,<span>_Handroanthus_</span>
genero,Orchidaceae,Hapalorchis,<span>_Hapalorchis_</span>
genero,Fabaceae,Harpalyce,<span>_Harpalyce_</span>
genero,Cactaceae,Harrisia,<span>_Harrisia_</span>
genero,Cactaceae,Hatiora,<span>_Hatiora_</span>
genero,Asteraceae,Hatschbachiella,<span>_Hatschbachiella_</span>
genero,Amaranthaceae,Hebanthe,<span>_Hebanthe_</span>
genero,Asteraceae,Hebeclinium,<span>_Hebeclinium_</span>
genero,Lamiaceae,Hedeoma,<span>_Hedeoma_</span>
genero,Zingiberaceae,Hedychium,<span>_Hedychium_</span>
genero,Chloranthaceae,Hedyosmum,<span>_Hedyosmum_</span>
genero,Lythraceae,Heimia,<span>_Heimia_</span>
genero,Olacaceae,Heisteria,<span>_Heisteria_</span>
genero,Malpighiaceae,Heladena,<span>_Heladena_</span>
genero,Alismataceae,Helanthium,<span>_Helanthium_</span>
genero,Gentianaceae,Helia,<span>_Helia_</span>
genero,Asteraceae,Helianthus,<span>_Helianthus_</span>
genero,Heliconiaceae,Heliconia,<span>_Heliconia_</span>
genero,Moraceae,Helicostylis,<span>_Helicostylis_</span>
genero,Fabaceae,Helicotropis,<span>_Helicotropis_</span>
genero,Malvaceae,Helicteres,<span>_Helicteres_</span>
genero,Rutaceae,Helietta,<span>_Helietta_</span>
genero,Malvaceae,Heliocarpus,<span>_Heliocarpus_</span>
genero,Boraginaceae,Heliotropium,<span>_Heliotropium_</span>
genero,Balanophoraceae,Helosis,<span>_Helosis_</span>
genero,Apocynaceae,Hemipogon,<span>_Hemipogon_</span>
genero,Urticaceae,Hemistylus,<span>_Hemistylus_</span>
genero,Monimiaceae,Hennecartia,<span>_Hennecartia_</span>
genero,Malvaceae,Herissantia,<span>_Herissantia_</span>
genero,Acanthaceae,Herpetacanthus,<span>_Herpetacanthus_</span>
genero,Asparagaceae,Herreria,<span>_Herreria_</span>
genero,Lamiaceae,Hesperozygis,<span>_Hesperozygis_</span>
genero,Pontederiaceae,Heteranthera,<span>_Heteranthera_</span>
genero,Solanaceae,Heteranthia,<span>_Heteranthia_</span>
genero,Asteraceae,Heterocoma,<span>_Heterocoma_</span>
genero,Asteraceae,Heterocondylus,<span>_Heterocondylus_</span>
genero,Asteraceae,Heterocypsela,<span>_Heterocypsela_</span>
genero,Araceae,Heteropsis,<span>_Heteropsis_</span>
genero,Malpighiaceae,Heteropterys,<span>_Heteropterys_</span>
genero,Melastomataceae,Heterotis,<span>_Heterotis_</span>
genero,Rubiaceae,Hexasepalum,<span>_Hexasepalum_</span>
genero,Malvaceae,Hibiscus,<span>_Hibiscus_</span>
genero,Asteraceae,Hieracium,<span>_Hieracium_</span>
genero,Poaceae,Hildaea,<span>_Hildaea_</span>
genero,Rubiaceae,Hillia,<span>_Hillia_</span>
genero,Apocynaceae,Himatanthus,<span>_Himatanthus_</span>
genero,Rubiaceae,Hindsia,<span>_Hindsia_</span>
genero,Amaryllidaceae,Hippeastrum,<span>_Hippeastrum_</span>
genero,Campanulaceae,Hippobroma,<span>_Hippobroma_</span>
genero,Celastraceae,Hippocratea,<span>_Hippocratea_</span>
genero,Malpighiaceae,Hiraea,<span>_Hiraea_</span>
genero,Chrysobalanaceae,Hirtella,<span>_Hirtella_</span>
genero,Gentianaceae,Hockinia,<span>_Hockinia_</span>
genero,Lamiaceae,Hoehnea,<span>_Hoehnea_</span>
genero,Asteraceae,Hoehnephytum,<span>_Hoehnephytum_</span>
genero,Rubiaceae,Hoffmannia,<span>_Hoffmannia_</span>
genero,Bromeliaceae,Hohenbergia,<span>_Hohenbergia_</span>
genero,Fabaceae,Holocalyx,<span>_Holocalyx_</span>
genero,Asteraceae,Holocheilus,<span>_Holocheilus_</span>
genero,Asteraceae,Hololepis,<span>_Hololepis_</span>
genero,Simaroubaceae,Homalolepis,<span>_Homalolepis_</span>
genero,Poaceae,Homolepis,<span>_Homolepis_</span>
genero,Bromeliaceae,Hoplocryptanthus,<span>_Hoplocryptanthus_</span>
genero,Annonaceae,Hornschuchia,<span>_Hornschuchia_</span>
genero,Rutaceae,Hortia,<span>_Hortia_</span>
genero,Saururaceae,Houttuynia,<span>_Houttuynia_</span>
genero,Melastomataceae,Huberia,<span>_Huberia_</span>
genero,Orchidaceae,Huntleya,<span>_Huntleya_</span>
genero,Violaceae,Hybanthus,<span>_Hybanthus_</span>
genero,Alismataceae,Hydrocleys,<span>_Hydrocleys_</span>
genero,Araliaceae,Hydrocotyle,<span>_Hydrocotyle_</span>
genero,Hydroleaceae,Hydrolea,<span>_Hydrolea_</span>
genero,Pontederiaceae,Hydrothrix,<span>_Hydrothrix_</span>
genero,Phyllanthaceae,Hyeronima,<span>_Hyeronima_</span>
genero,Acanthaceae,Hygrophila,<span>_Hygrophila_</span>
genero,Cactaceae,Hylocereus,<span>_Hylocereus_</span>
genero,Poaceae,Hymenachne,<span>_Hymenachne_</span>
genero,Fabaceae,Hymenaea,<span>_Hymenaea_</span>
genero,Fabaceae,Hymenolobium,<span>_Hymenolobium_</span>
genero,Poaceae,Hyparrhenia,<span>_Hyparrhenia_</span>
genero,Lamiaceae,Hypenia,<span>_Hypenia_</span>
genero,Menispermaceae,Hyperbaena,<span>_Hyperbaena_</span>
genero,Hypericaceae,Hypericum,<span>_Hypericum_</span>
genero,Poaceae,Hyperthelia,<span>_Hyperthelia_</span>
genero,Asteraceae,Hypochaeris,<span>_Hypochaeris_</span>
genero,Acanthaceae,Hypoestes,<span>_Hypoestes_</span>
genero,Cyperaceae,Hypolytrum,<span>_Hypolytrum_</span>
genero,Hypoxidaceae,Hypoxis,<span>_Hypoxis_</span>
genero,Lamiaceae,Hyptidendron,<span>_Hyptidendron_</span>
genero,Lamiaceae,Hyptis,<span>_Hyptis_</span>
genero,Poaceae,Ichnanthus,<span>_Ichnanthus_</span>
genero,Asteraceae,Ichthyothere,<span>_Ichthyothere_</span>
genero,Asteraceae,Idiothamnus,<span>_Idiothamnus_</span>
genero,Aquifoliaceae,Ilex,<span>_Ilex_</span>
genero,Balsaminaceae,Impatiens,<span>_Impatiens_</span>
